,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Gene-6,Gene-7,Gene-8,Gene-9,Gene-10,Gene-11,Gene-12,Gene-13,Gene-14,Gene-15,Gene-16,Gene-17,Gene-18,Gene-19,Gene-20,Gene-21,Gene-22,Gene-23,Gene-24,Gene-25,Gene-26,Gene-27,Gene-28,Gene-29,Gene-30,Gene-31,Gene-32,Gene-33,Gene-34,Gene-35,Gene-36,Gene-37,Gene-38,Gene-39,Gene-40,Gene-41,Gene-42,Gene-43,Gene-44,Gene-45,Gene-46,Gene-47,Gene-48,Gene-49,Gene-50,Gene-51,Gene-52,Gene-53,Gene-54,Gene-55,Gene-56,Gene-57,Gene-58,Gene-59,Gene-60,Gene-61,Gene-62,Gene-63,Gene-64,Gene-65,Gene-66,Gene-67,Gene-68,Gene-69,Gene-70,Gene-71,Gene-72,Gene-73,Gene-74,Gene-75,Gene-76,Gene-77,Gene-78,Gene-79,Gene-80,Gene-81,Gene-82,Gene-83,Gene-84,Gene-85,Gene-86,Gene-87,Gene-88,Gene-89,Gene-90,Gene-91,Gene-92,Gene-93,Gene-94,Gene-95,Gene-96,Gene-96,Gene-97,Gene-98,Gene-99,Gene-100
S71,1.110397384,-1.085731841,1.128677316,1.03686988,0.473372634,1.37640536,1.488941844,0.112455037,-1.525304628,-1.092762489,-0.751643517,-0.080152859,1.73658834,0.869774666,-0.040151791,-0.876144858,0.002631824,1.345235627,1.912865277,1.470386717,-1.637499321,0.409908256,1.420501666,-0.733741922,1.796721428,-0.588773668,0.936267109,-1.034417109,-0.290255233,1.543681999,-0.787423002,-0.862660565,-0.652336493,-2.254346129,1.959023618,-1.509647895,-0.260589089,0.276995266,-0.448950393,-0.226763719,-0.654951514,-1.289258809,-0.496074353,-0.880834138,2.114412589,2.330767909,-0.009727487,-1.070214992,0.370869038,0.172566333,-2.688044622,-0.958072043,-1.329965685,1.454637451,0.407609715,0.809397479,2.034656032,0.521495909,0.987652962,0.448626326,-0.567435482,-1.858300095,1.7984005,-1.177449362,0.843425462,-1.986557712,0.539332557,-1.290227575,0.663958475,-0.998652384,-0.721804986,1.395983053,-2.358619743,-2.178689638,-0.73211333,-0.297136551,-1.180806631,-0.973714372,0.903410046,-1.635442494,0.973513813,1.325553266,-2.237482859,0.507071957,0.92441028,1.196014916,1.140072186,0.017035459,0.70730556,0.764692015,-0.960459565,0.520616402,1.083728597,-1.443157449,-0.741553226,-1.682890368,-0.024680595,0.235203543,1.496221056,1.015654649,-0.416715541
S72,-0.997417374,-0.978514945,-0.809428955,-0.957373495,-1.616254374,1.26412126,0.989614149,0.21988512,-2.129650149,-1.247731178,1.869391312,-0.869071469,-0.836635516,1.494471533,1.829895696,-0.820902846,0.039629519,-1.651293255,-0.718328114,2.149190136,1.645232541,-1.465252374,1.673356773,-0.870632344,2.104662362,2.217259055,0.786846949,1.444855909,2.384526846,0.99930098,0.77715973,1.509901656,1.598689221,-1.862260869,0.784524741,0.338022322,-1.167017002,0.11205393,1.308276222,-0.105078373,2.045053855,-1.658025386,-1.299530196,2.119154353,-0.193606747,0.336439342,1.760266091,-1.694995898,1.353230527,0.333482065,0.648116611,1.744867206,1.540259844,0.08728027,-0.764230949,3.364935179,-2.048015698,-1.623128518,0.906721259,0.841093981,1.479008205,1.05291171,0.759985055,0.632728878,-1.932113838,-1.201459105,-1.074604974,1.642271079,2.500095325,0.985789883,1.083093682,0.619358897,0.775240555,1.357565638,0.473916054,1.639278872,-0.825897478,-1.312910383,0.274214685,-1.276563043,0.738632187,0.961315713,0.598939558,0.539436676,1.757583188,-0.874751751,0.295411461,1.523683372,-1.703657943,-0.978410065,-1.865760469,-0.514846739,1.613255895,-0.768754923,-1.495364241,-1.326401802,-1.246562871,-2.818598606,-1.898807631,0.73224459,-0.263571396
S73,-0.935445097,0.980708564,-0.871051627,0.977118258,0.216666699,1.380869585,-0.211037729,0.31934276,-0.523665417,0.832464327,-0.666405405,0.731466343,-1.615538686,1.265023739,-1.354211678,1.031486619,-1.981498548,1.85354095,-0.023875356,1.410779622,0.865054081,1.999952524,-2.378749641,0.723327243,-1.92320363,-1.155197909,1.097589305,0.697156157,-1.132230516,-1.183689569,-0.674756785,0.68170364,-1.546822484,0.216942312,-1.816510129,-0.195152343,0.386975298,0.594926794,0.214765903,-1.256664071,0.810418218,1.980682447,-1.951828976,-1.132886802,-0.071717948,2.233640178,2.197477449,1.924487156,0.937310404,-1.375300088,1.874738267,-0.008563023,-1.101960153,-2.137589291,0.587234717,-2.168330224,-0.695220752,-0.687508436,1.034355325,0.198180971,-0.306950795,1.256683761,-0.50975381,1.338112374,-1.604350645,-0.09276919,-0.011954863,1.441823261,-1.091448579,1.342630261,0.646107269,-0.908557007,0.151398795,1.090470895,1.763367196,-1.677472067,0.417884475,1.118195392,0.025195082,-0.8334482,-1.237730808,-1.692882148,-1.15537143,1.593276925,1.087135668,2.220263661,-1.16948432,-1.047489395,-0.486245682,0.586645506,0.796057017,-0.344605291,0.761357971,1.470079574,0.842439143,1.161463974,1.01565807,-1.314130592,0.121617539,1.004487358,-0.594274887
S74,1.014863537,1.068078918,-1.066151936,-1.157758371,-2.021277535,1.442094145,0.420058114,-1.932138729,-1.803840383,1.054090572,0.940000358,-0.213605107,-1.163824835,-0.094782043,-1.007866427,-0.414449736,-2.029585706,-1.258306307,-1.537800426,1.143773529,0.025601579,-0.829387448,0.159366633,-1.645309754,-1.082200554,-0.964223734,-0.494695452,1.674621635,1.205308189,-1.154080599,-1.18685142,1.231995505,-1.984817762,2.372190011,1.099763858,-0.562486875,1.255308308,0.823913348,0.9422594,-1.158769708,-0.997229247,0.462698912,-0.132640315,-1.276826889,-0.217916193,1.294911185,0.455115489,-0.875477692,-1.731504757,1.870925697,1.089434849,1.177170886,1.609414318,1.205408608,-0.784698298,2.272067435,-1.98230619,0.641389966,-0.852730523,-1.072550563,-0.955539887,-0.249837367,-1.492033613,1.002528058,0.005122087,0.483749665,-1.262412345,1.051862055,1.31435599,1.588965603,-1.357343182,0.15945872,2.744110669,-0.456672595,0.199480078,0.278024539,-1.375458977,-1.59587291,1.112784908,-0.403934582,1.094401991,-0.84863816,0.461446715,-1.123084386,0.660293632,0.199483009,0.773104237,0.209036389,0.657952739,-1.767247592,-1.202358384,-2.107714649,0.992904437,1.227978096,-1.191535201,1.27295841,0.471112666,-1.819244455,-0.813095312,-1.121251117,-0.021384946
S75,-0.86904777,-1.042611956,-1.084654135,0.876105147,0.027378506,-0.738299037,0.980250147,-0.074544177,0.65918531,-0.869368577,-0.939472983,-0.137316793,-1.118064907,0.8409136,-0.880029938,-0.672801648,-2.181758343,-0.202096073,-1.52527656,-0.299979083,-0.661840948,-0.071806427,0.109301311,-0.826694975,1.207733542,0.094558136,-1.248478998,1.3496165,0.778478816,-0.444062613,-0.951111945,-1.306906072,0.488655433,0.887293992,1.232088261,0.437374666,0.992162929,-0.577982113,-0.472562026,1.549446072,-0.693915633,0.187419874,-1.062136737,-0.608142618,1.808672397,0.208579787,-2.319286795,0.822000248,-0.202412045,0.999076277,0.265944734,1.255828537,0.363645389,1.540535604,1.543790659,-0.226112513,-1.241433406,-0.620529707,1.051540142,-0.96223932,0.519621191,0.653132201,0.749434055,-1.501116295,1.839484225,-1.742646264,-1.114320629,-1.030636987,-1.667485429,-0.573078986,-0.026778795,-1.243495987,-0.60855515,-0.812676738,-1.186159552,-1.249192046,-0.877985493,-1.232412379,-0.949264155,-2.65301574,-0.919299262,1.518790421,1.166944928,1.629148701,0.700647212,-0.372171103,-1.999809806,0.230878602,-0.066513348,-1.160008115,1.789320414,-0.023874571,-0.988343684,0.478309399,-0.615874863,-1.867954052,-2.023893368,1.263727104,-1.438511027,-1.095466655,0.218373076
S76,1.217169069,-1.053095965,-0.753749303,0.932988883,-1.637085213,0.388233422,0.466239375,-1.651781411,-0.927492012,2.741486494,-0.9753339,-1.486265185,-1.025944709,-1.0070179,-0.723816304,-1.630755965,-1.710015652,-1.520347027,0.525924403,1.08135925,1.164540881,-0.159735885,-1.193548004,-1.302408574,0.785161069,-1.334009885,1.462072373,1.177676617,0.468201618,-0.075422437,1.110937917,0.476093548,-1.358076619,0.555492216,-1.316079918,0.844546609,-0.719807734,-1.454481166,-1.767589798,-0.80122602,1.07990239,-0.870829663,-1.322758988,0.830160726,0.799032249,0.290867851,2.580805394,1.350707916,-0.137119375,1.023977417,2.216281572,1.486690926,1.492963476,1.504515601,0.901780712,-0.520203972,-2.554059432,0.499700467,-0.973272103,1.210396853,1.458892818,1.217595321,1.029510296,0.862919816,-0.99735627,-1.78961367,1.713533051,-0.53620861,1.288678251,0.809462807,-0.233265127,1.12405079,2.271317438,-0.630209917,0.44488557,-0.676461485,-0.019674422,0.295022752,1.642370742,-0.169330735,0.942344283,-1.525818769,-0.78508559,-0.961295749,1.176932531,-0.168428302,-1.34250829,-0.849027161,0.550738497,-1.551147352,1.194744204,1.250335235,1.467268642,-0.654838094,-2.249796691,0.656684125,1.303320705,0.00707275,0.804592804,-1.033812955,-0.379937384
S77,1.111045277,-0.745503054,-1.054340684,0.854016196,-1.864094432,0.436049171,0.495181609,-1.940256141,0.924241932,1.018776599,-1.548624327,0.079696125,-1.126265751,-0.038955395,0.696606502,-1.060007134,-2.039709609,-0.975784678,-1.562579278,1.086331443,1.614368301,1.880870799,1.087963141,-1.500288817,-0.57607902,-2.376283742,-1.062772409,-0.451434307,0.342441611,-1.466807294,0.846727479,-0.499189464,0.230361368,-0.42954974,-1.714019623,0.849911093,1.368673635,-0.223399257,-0.069826914,1.419703136,-0.992132526,0.587095436,-1.95822417,-1.58768635,-0.197507767,-1.169941084,-1.847785979,-1.219169762,0.530507371,-1.493334832,0.701810975,-0.976113544,1.370747689,1.412860656,-0.470749134,1.394725314,-1.323293587,-1.047320666,-0.820048444,-0.09310725,1.528742779,-0.616196745,-1.111964578,1.22535804,1.780992722,1.216549308,1.794261349,0.304417239,-1.836148154,-0.963627128,-1.726279509,-1.477750038,2.483475556,1.209406746,-1.724493473,0.011634631,-0.58138251,1.058727133,1.230455194,1.112580824,1.319996979,-0.306443417,-1.037941151,0.927363715,-1.547121554,-0.377260689,0.654347765,-0.848857028,-0.005332719,1.630381594,0.697681071,0.710975613,-0.244202353,-1.85126223,1.348559097,0.249619207,-0.250456701,1.570078619,1.790347689,-1.149019698,0.255785431
S78,-0.861119279,-1.120973486,1.027865577,-0.927618714,0.185126601,-1.572469268,-1.097628369,0.173402527,1.226237126,0.938989841,-1.479628593,2.230062556,1.20497819,2.039974201,1.189920254,-0.398713491,-0.152417219,2.131931791,1.607545511,-0.932608081,-1.508575372,0.132693453,1.331249814,1.816508521,-0.26785301,0.670224966,-0.601333878,0.335732009,1.350232899,1.246786871,1.99419309,0.978933584,1.13601916,-2.211781116,-1.84019555,1.4124114,-0.947400954,-1.199754687,0.460570965,0.208706781,1.439149119,1.19713543,0.245853408,1.664294184,0.853219711,-1.743337675,-1.467932806,-0.934226316,-0.215489533,-0.336407836,-2.589528258,-0.010037459,-1.393971956,1.504679331,0.734796267,0.649444743,2.173419393,0.570386084,-0.96345933,-0.779804163,-0.980072815,-1.425679777,1.278065524,-1.640477086,-0.837815988,1.507618798,-0.549203048,-1.369642246,0.025124543,1.302729488,1.016406163,-1.122605335,-0.291650086,-1.279880871,1.045153256,-1.458906607,-1.255231873,0.189795752,2.328754684,-1.217017834,-0.873481774,-1.834709127,-1.321411344,0.693589187,1.156872748,0.800504011,1.371539722,-0.631413201,-1.022555983,-0.942408479,1.081430486,2.405518344,1.751545875,1.659054587,-1.468034014,-1.573956156,1.773701808,-1.555819127,-1.17970343,-1.079244267,-0.24925021
S79,-0.881340735,-0.766221828,-1.002177061,1.06363533,0.065105035,1.492127804,-0.376665917,-2.005733875,-0.530693833,3.013846755,-1.076396823,-1.186632362,0.715851771,-1.649717716,1.196429251,0.046888301,-2.164840467,-1.164605148,-1.191127437,-1.083922995,1.063835084,-0.270010816,-1.430056107,0.74141978,-0.128683186,0.896486188,1.370205949,1.651145635,-1.395792232,0.119989323,-1.064161545,1.522116645,1.447588041,-1.37444956,-1.542401889,-0.042966664,0.082737491,-1.697256554,-1.794998068,-1.536947426,1.894907379,1.529189069,-1.765925333,0.696681415,-1.21320366,1.421649397,0.364209104,1.917824441,-1.715856005,1.489981646,0.038147965,-0.567151726,0.626325108,-1.554830473,0.494439356,-2.40904511,0.744241413,-1.067866609,-0.978209901,-1.202448103,1.407177155,2.512829376,1.191680692,0.965517822,-1.916766391,0.188652079,1.51250043,-1.60546687,1.187583807,1.463487475,0.626195865,-0.604872651,-0.256715122,-0.208512719,-0.937791401,-0.910989099,-1.007555088,0.202574874,0.252965087,-2.158548995,0.4487529,-0.989549101,-0.594385224,2.307584066,0.867576154,2.618018366,-1.514229324,1.389395882,0.84066832,-1.554951547,1.470679885,0.52205946,-1.233419624,0.852648439,0.274023859,-1.570288875,1.233756452,-1.237436827,-1.411662272,1.044432761,0.093946268
S80,0.992742164,-0.824885065,-0.971215414,-0.852086177,0.116905973,0.580774028,0.700727027,0.19425753,-1.597990036,-1.117586302,1.801520814,-1.448656579,-0.637832978,-1.762580056,-0.571236777,0.989898773,-0.072887441,0.275730255,1.29354867,-0.894245857,-0.82639578,-2.161902154,-0.727615923,0.149349853,0.408493443,-0.531228389,-0.577242563,0.864849754,-0.954375246,-1.05560531,-1.225461155,0.775885767,1.038229258,0.879516618,0.347916562,-1.539611514,1.582530611,-0.512242913,0.773962441,0.089413961,1.031631635,0.04567957,0.121444741,-1.540145031,1.494855437,0.432278342,-1.656989068,-0.694616722,-0.605651484,-0.595098161,0.152193096,-0.527087738,1.109670117,-1.15124471,-0.163843804,-1.98174353,0.794144067,-0.873219848,0.935945873,-0.164692582,0.869403532,-1.341107402,1.795649176,-1.144988054,0.968777672,0.896036191,-1.342568747,1.170359482,-1.252975321,1.320295349,1.709521922,-1.336041913,2.255586606,0.065839782,1.345753287,2.299379031,0.088529124,-1.458884023,0.518943236,0.684113824,-1.008687791,-0.648407196,1.240324016,1.291184697,0.84783087,0.986311769,1.179146166,1.719777608,0.433590965,0.632537419,0.978448155,-2.178524451,-0.530742537,-0.237698796,1.742834158,0.45925305,-1.019054322,-1.456188012,0.175415614,0.928711761,-0.83659354
